County,Year,Total,Felony Total,Drug Felony,Violent Felony,DWI Felony,Other Felony,Misdemeanor Total,Drug Misd,DWI Misd,Property Misd,Other Misd
Albany,1970,1226,688,97,191,5,395,538,207,48,95,188
Albany,1971,1833,829,131,231,6,461,1004,204,111,272,417
Albany,1972,3035,1054,211,256,8,579,1981,285,297,541,858
Albany,1973,3573,1134,244,274,28,588,2439,369,497,668,905
Albany,1974,4255,1329,281,308,17,723,2926,437,619,885,985
Albany,1975,4173,1259,209,344,12,694,2914,398,463,977,1076
Albany,1976,4601,1435,201,434,26,774,3166,362,574,1011,1219
Albany,1977,4819,1342,122,403,45,772,3477,270,858,1133,1216
Albany,1978,5768,1485,85,433,58,909,4283,157,1540,1333,1253
Albany,1979,6534,1660,144,513,65,938,4874,224,1846,1418,1386
Albany,1980,6335,1519,99,508,79,833,4816,257,1670,1476,1413
Albany,1981,6453,1737,158,601,81,897,4716,221,1483,1502,1510
Albany,1982,6405,1684,180,642,122,740,4721,188,1789,1384,1360
Albany,1983,6317,1706,139,632,126,809,4611,158,1851,1361,1241
Albany,1984,5932,1702,150,592,116,844,4230,199,1602,1196,1233
Albany,1985,6261,1736,162,569,159,846,4525,195,1736,1346,1248
Albany,1986,6660,2026,174,721,144,987,4634,247,1479,1398,1510
Albany,1987,6952,1842,224,686,118,814,5110,300,1649,1637,1524
Albany,1988,7749,1975,332,686,138,819,5774,413,1647,1839,1875
Albany,1989,8768,2377,573,715,149,940,6391,402,1817,2075,2097
Albany,1990,9165,2339,370,754,158,1057,6826,255,1878,2247,2446
Albany,1991,9937,2743,603,826,140,1174,7194,589,1520,2289,2796
Albany,1992,10190,2786,598,842,182,1164,7404,765,1406,2462,2771
Albany,1993,10182,2918,760,860,149,1149,7264,797,1308,2250,2909
Albany,1994,10004,2988,736,876,132,1244,7016,880,1176,2309,2651
Albany,1995,10417,3010,753,868,145,1244,7407,1025,1102,2460,2820
Albany,1996,9913,2840,641,776,139,1284,7073,832,1076,2538,2627
Albany,1997,10404,3152,755,840,153,1404,7252,923,1167,2309,2853
Albany,1998,10292,3015,764,695,118,1438,7277,972,1204,2137,2964
Albany,1999,9267,2617,612,581,117,1307,6650,1073,1246,1840,2491
Albany,2000,9527,2808,518,616,138,1536,6719,920,1296,2031,2472
Albany,2001,9849,3076,657,764,116,1539,6773,932,1161,1993,2687
Albany,2002,9753,3345,695,785,128,1737,6408,552,1221,1821,2814
Albany,2003,9924,3268,789,689,93,1697,6656,573,1248,1811,3024
Albany,2004,9564,3203,765,664,111,1663,6361,570,1181,1820,2790
Albany,2005,10365,3268,778,705,155,1630,7097,792,1421,1988,2896
Albany,2006,11539,3549,870,729,149,1801,7990,1326,1532,1931,3201
Albany,2007,10550,3187,708,702,163,1614,7363,1176,1365,2003,2819
Albany,2008,9630,2948,511,655,135,1647,6682,857,1266,2137,2422
Albany,2009,9487,2928,565,681,156,1526,6559,891,1279,2056,2333
Albany,2010,9237,2867,512,615,176,1564,6370,800,1149,2209,2212
Albany,2011,8745,2712,460,596,152,1504,6033,822,1004,2141,2066
Albany,2012,8998,2812,531,589,157,1535,6186,1035,933,2028,2190
Albany,2013,8854,2673,526,576,138,1433,6181,1245,911,2008,2017
Albany,2014,8198,2776,580,579,140,1477,5422,879,954,1884,1705
Albany,2015,7887,2725,519,578,161,1467,5162,723,1175,1730,1534
Albany,2016,8134,2982,636,571,162,1613,5152,735,1075,1820,1522
Albany,2017,7979,2843,646,571,174,1452,5136,921,977,1732,1506
Allegany,1970,84,53,3,4,0,46,31,14,0,5,12
Allegany,1971,236,82,27,2,3,50,154,14,27,63,50
Allegany,1972,440,94,6,17,2,69,346,26,100,104,116
Allegany,1973,444,104,20,11,5,68,340,24,120,89,107
Allegany,1974,581,144,23,14,6,101,437,41,145,103,148
Allegany,1975,551,136,18,10,0,108,415,43,134,125,113
Allegany,1976,456,137,12,17,1,107,319,27,57,104,131
Allegany,1977,413,116,9,16,1,90,297,12,73,118,94
Allegany,1978,378,90,0,10,2,78,288,4,90,86,108
Allegany,1979,552,101,3,18,3,77,451,3,105,173,170
Allegany,1980,575,99,7,20,4,68,476,10,147,142,177
Allegany,1981,592,104,5,20,11,68,488,5,147,144,192
Allegany,1982,596,102,0,18,16,68,494,4,120,149,221
Allegany,1983,688,162,4,17,26,115,526,12,143,182,189
Allegany,1984,607,126,3,40,14,69,481,9,183,127,162
Allegany,1985,565,117,6,27,4,80,448,5,144,146,153
Allegany,1986,636,169,7,34,7,121,467,2,170,126,169
Allegany,1987,665,123,4,34,22,63,542,10,169,172,191
Allegany,1988,795,167,1,44,24,98,628,4,203,179,242
Allegany,1989,910,202,28,61,21,92,708,10,240,186,272
Allegany,1990,889,214,3,55,27,129,675,6,197,200,272
Allegany,1991,984,218,3,53,37,125,766,5,185,230,346
Allegany,1992,918,218,8,65,17,128,700,7,194,203,296
Allegany,1993,1000,221,13,59,28,121,779,7,229,210,333
Allegany,1994,1019,218,8,59,37,114,801,12,245,207,337
Allegany,1995,1164,233,17,61,35,120,931,8,246,222,455
Allegany,1996,1262,270,20,68,35,147,992,16,223,260,493
Allegany,1997,1161,208,22,58,26,102,953,12,218,232,491
Allegany,1998,1151,237,16,57,27,137,914,13,229,223,449
Allegany,1999,1087,218,19,67,24,108,869,23,196,187,463
Allegany,2000,1207,270,29,73,27,141,937,18,213,189,517
Allegany,2001,1143,239,12,53,32,142,904,22,246,188,448
Allegany,2002,1170,271,18,61,33,159,899,13,199,194,493
Allegany,2003,1087,270,23,64,34,149,817,11,210,143,453
Allegany,2004,1109,252,31,48,40,133,857,26,249,171,411
Allegany,2005,1104,256,21,76,30,129,848,29,268,165,386
Allegany,2006,1170,285,47,61,44,133,885,29,261,183,412
Allegany,2007,1213,286,49,57,54,126,927,27,233,181,486
Allegany,2008,1251,289,25,88,41,135,962,26,259,216,461
Allegany,2009,1253,337,49,54,55,179,916,25,231,189,471
Allegany,2010,1234,332,56,78,44,154,902,48,229,230,395
Allegany,2011,1157,314,57,59,32,166,843,35,184,239,385
Allegany,2012,1164,364,87,64,31,182,800,51,200,203,346
Allegany,2013,954,243,42,59,24,118,711,60,144,207,300
Allegany,2014,915,296,47,68,20,161,619,50,158,172,239
Allegany,2015,820,222,34,42,39,107,598,44,137,165,252
Allegany,2016,949,301,45,53,36,167,648,51,189,138,270
Allegany,2017,794,214,42,41,29,102,580,59,153,139,229
Bronx,1970,25149,16191,5131,4239,6,6815,8958,5237,476,1395,1850
Bronx,1971,26720,17696,3916,5069,7,8704,9024,3580,433,2338,2673
Bronx,1972,26696,16904,1904,6127,11,8862,9792,1669,614,3072,4437
Bronx,1973,23994,15662,1119,6445,4,8094,8332,1168,774,2649,3741
Bronx,1974,28998,18343,1282,7681,2,9378,10655,1492,1102,3810,4251
Bronx,1975,30127,19042,1394,8181,0,9467,11085,1622,1087,3761,4615
Bronx,1976,31003,20304,1803,7937,2,10562,10699,1553,759,3919,4468
Bronx,1977,27998,19295,1199,7097,5,10994,8703,1073,511,3582,3537
Bronx,1978,26437,17320,1126,7084,6,9104,9117,1343,478,3416,3880
Bronx,1979,26409,17134,1406,7097,5,8626,9275,1536,465,3468,3806
Bronx,1980,25061,16627,1501,6947,7,8172,8434,1243,470,3465,3256
Bronx,1981,26993,17548,2231,7421,2,7894,9445,1649,519,3747,3530
Bronx,1982,31975,18993,2519,8930,74,7470,12982,2559,805,3863,5755
Bronx,1983,33522,18970,2770,9018,42,7140,14552,3282,1222,4279,5769
Bronx,1984,37028,20468,3518,9064,9,7877,16560,4019,1587,4337,6617
Bronx,1985,39094,21221,4641,9028,1,7551,17873,4859,1350,4847,6817
Bronx,1986,43334,24888,6633,9692,11,8552,18446,4463,1216,5267,7500
Bronx,1987,47366,27639,10175,9251,9,8204,19727,5786,1308,5421,7212
Bronx,1988,49416,30025,10924,10054,13,9034,19391,7218,1093,4527,6553
Bronx,1989,50688,31734,11474,10652,28,9580,18954,7070,1231,4334,6319
Bronx,1990,48083,31628,11441,10435,10,9742,16455,5117,957,4634,5747
Bronx,1991,49142,32095,11740,11168,9,9178,17047,4768,952,4880,6447
Bronx,1992,48948,30101,10996,10724,2,8379,18847,5188,1044,5600,7015
Bronx,1993,51831,29740,11030,10825,7,7878,22091,5995,944,7934,7218
Bronx,1994,63891,33294,13143,11350,9,8792,30597,8771,1074,11486,9266
Bronx,1995,67350,31974,12662,10835,17,8460,35376,11712,1117,11907,10640
Bronx,1996,65547,30496,13115,9561,52,7768,35051,11198,861,13127,9865
Bronx,1997,69234,29365,11836,9615,46,7868,39869,12433,762,15780,10894
Bronx,1998,74475,30432,12944,9440,44,8004,44043,18139,613,14260,11031
Bronx,1999,67373,25965,10447,8218,32,7268,41408,19217,578,10456,11157
Bronx,2000,76630,25581,9587,8227,52,7715,51049,26694,457,11586,12312
Bronx,2001,64700,24191,8377,7919,72,7823,40509,17232,516,9713,13048
Bronx,2002,66014,23166,8195,7255,73,7643,42848,18778,513,10445,13112
Bronx,2003,67270,20911,7283,6883,76,6669,46359,19206,621,12419,14113
Bronx,2004,68952,20894,6993,6573,119,7209,48058,18515,1339,11303,16901
Bronx,2005,71772,20674,7587,6274,93,6720,51098,19554,1002,13144,17398
Bronx,2006,74853,21083,8323,6113,159,6488,53770,20508,943,15218,17101
Bronx,2007,86458,23982,9662,6757,173,7390,62476,24968,1240,17756,18512
Bronx,2008,85192,22965,9386,6591,133,6855,62227,25108,1301,17785,18033
Bronx,2009,88097,22438,9019,6355,104,6960,65659,24412,1276,20110,19861
Bronx,2010,88171,21332,7680,6863,73,6716,66839,23982,1217,20627,21013
Bronx,2011,84757,20346,7107,6594,75,6570,64411,22764,1024,18769,21854
Bronx,2012,78395,19219,6569,6395,87,6168,59176,19389,1043,18678,20066
Bronx,2013,74634,19100,5940,6369,155,6636,55534,15596,1391,17891,20656
Bronx,2014,73853,19428,5225,6928,185,7090,54425,15434,1321,17263,20407
Bronx,2015,66078,18431,4434,6731,156,7110,47647,11641,926,16190,18890
Bronx,2016,62204,19399,4575,7016,132,7676,42805,9711,1076,13950,18068
Bronx,2017,54684,17464,3841,6463,136,7024,37220,8660,984,10870,16706
Broome,1970,941,330,32,67,8,223,611,86,114,184,227
Broome,1971,1334,416,84,53,10,269,918,163,122,291,342
Broome,1972,1862,496,84,67,17,328,1366,261,169,419,517
Broome,1973,2171,501,77,96,17,311,1670,396,237,517,520
Broome,1974,2347,578,114,85,13,366,1769,351,242,613,563
Broome,1975,2387,670,131,122,24,393,1717,207,339,694,477
Broome,1976,2514,597,84,107,27,379,1917,210,363,771,573
Broome,1977,2418,609,62,107,34,406,1809,183,295,793,538
Broome,1978,2468,617,35,138,35,409,1851,62,343,860,586
Broome,1979,3129,750,31,172,58,489,2379,83,404,1088,804
Broome,1980,3238,695,43,158,51,443,2543,90,528,1098,827
Broome,1981,3129,690,48,140,54,448,2439,69,502,1155,713
Broome,1982,3093,703,45,240,72,346,2390,92,607,979,712
Broome,1983,2995,702,45,197,79,381,2293,61,579,934,719
Broome,1984,3509,811,57,253,97,404,2698,67,769,1023,839
Broome,1985,3568,829,47,234,84,464,2739,63,633,1043,1000
Broome,1986,3888,837,87,241,74,435,3051,88,594,1306,1063
Broome,1987,3713,743,71,225,83,364,2970,188,472,1153,1157
Broome,1988,4277,925,131,235,109,450,3352,133,607,1359,1253
Broome,1989,4455,933,165,246,95,427,3522,246,571,1378,1327
Broome,1990,4657,1060,165,273,98,524,3597,210,546,1358,1483
Broome,1991,4926,1118,212,275,118,513,3808,176,601,1615,1416
Broome,1992,4982,1204,253,320,143,488,3778,261,762,1337,1418
Broome,1993,4986,1127,239,311,110,467,3859,283,657,1432,1487
Broome,1994,5295,1183,268,311,128,476,4112,388,631,1498,1595
Broome,1995,5744,1450,342,316,130,662,4294,409,555,1575,1755
Broome,1996,5781,1419,307,301,120,691,4362,277,641,1435,2009
Broome,1997,6103,1562,302,359,106,795,4541,195,688,1451,2207
Broome,1998,6132,1617,331,354,128,804,4515,214,701,1431,2169
Broome,1999,5996,1548,339,352,142,715,4448,226,705,1545,1972
Broome,2000,5769,1625,393,326,155,751,4144,265,628,1452,1799
Broome,2001,6033,1636,347,341,142,806,4397,238,583,1389,2187
Broome,2002,6170,1810,412,417,140,841,4360,226,584,1437,2113
Broome,2003,5708,1645,335,361,107,842,4063,211,512,1468,1872
Broome,2004,5587,1650,355,363,117,815,3937,243,594,1321,1779
Broome,2005,5473,1630,343,418,135,734,3843,261,571,1363,1648
Broome,2006,5600,1684,397,406,137,744,3916,298,575,1428,1615
Broome,2007,5596,1654,334,374,128,818,3942,309,606,1534,1493
Broome,2008,5628,1554,278,381,97,798,4074,308,582,1644,1540
Broome,2009,5556,1541,229,360,135,817,4015,329,609,1604,1473
Broome,2010,5399,1439,218,342,131,748,3960,330,586,1500,1544
Broome,2011,5671,1572,190,409,100,873,4099,362,510,1643,1584
Broome,2012,5537,1682,200,409,104,969,3855,381,464,1568,1442
Broome,2013,5762,1671,189,427,96,959,4091,518,476,1736,1361
Broome,2014,5568,1591,215,407,88,881,3977,542,459,1818,1158
Broome,2015,5232,1596,217,415,89,875,3636,577,338,1565,1156
Broome,2016,5495,1699,242,425,84,948,3796,784,344,1371,1297
Broome,2017,5562,1471,263,346,65,797,4091,974,373,1437,1307
Cattaraugus,1970,189,88,10,12,1,65,101,34,6,16,45
Cattaraugus,1971,572,118,14,18,5,81,454,119,105,115,115
Cattaraugus,1972,1010,152,55,14,13,70,858,135,288,204,231
Cattaraugus,1973,1491,157,22,17,6,112,1334,354,339,230,411
Cattaraugus,1974,1579,201,50,20,7,124,1378,370,360,211,437
Cattaraugus,1975,1430,231,45,33,11,142,1199,262,263,269,405
Cattaraugus,1976,1427,235,29,36,13,157,1192,222,219,329,422
Cattaraugus,1977,1177,182,16,27,13,126,995,103,241,328,323
Cattaraugus,1978,1251,216,11,23,25,157,1035,40,345,326,324
Cattaraugus,1979,1207,229,12,36,21,160,978,16,285,339,338
Cattaraugus,1980,1280,238,11,43,23,161,1042,33,298,404,307
Cattaraugus,1981,1283,272,10,69,31,162,1011,40,369,319,283
Cattaraugus,1982,1266,227,9,55,35,128,1039,40,413,291,295
Cattaraugus,1983,1243,236,18,50,46,122,1007,19,391,328,269
Cattaraugus,1984,1301,200,11,42,44,103,1101,25,478,319,279
Cattaraugus,1985,1356,246,13,57,51,125,1110,17,461,318,314
Cattaraugus,1986,1506,292,13,62,66,151,1214,29,519,345,321
Cattaraugus,1987,1472,305,49,57,66,133,1167,13,507,340,307
Cattaraugus,1988,1538,261,12,59,67,123,1277,22,539,369,347
Cattaraugus,1989,1552,307,23,73,77,134,1245,38,487,334,386
Cattaraugus,1990,1735,325,19,77,77,152,1410,22,530,422,436
Cattaraugus,1991,1771,342,17,98,64,163,1429,30,514,426,459
Cattaraugus,1992,1424,258,24,51,59,124,1166,20,422,326,398
Cattaraugus,1993,1525,309,17,56,73,163,1216,17,404,357,438
Cattaraugus,1994,1830,380,39,95,66,180,1450,20,369,467,594
Cattaraugus,1995,1955,405,53,95,60,197,1550,29,421,461,639
Cattaraugus,1996,2045,359,39,82,57,181,1686,45,396,469,776
Cattaraugus,1997,2128,401,41,90,67,203,1727,45,375,495,812
Cattaraugus,1998,2060,416,35,80,73,228,1644,46,406,435,757
Cattaraugus,1999,1736,342,34,85,56,167,1394,60,366,330,638
Cattaraugus,2000,1781,342,38,86,50,168,1439,54,350,342,693
Cattaraugus,2001,1800,358,26,90,51,191,1442,44,342,384,672
Cattaraugus,2002,1802,378,21,103,53,201,1424,63,355,316,690
Cattaraugus,2003,1822,388,20,127,58,183,1434,64,355,338,677
Cattaraugus,2004,1951,462,50,116,73,223,1489,67,334,357,731
Cattaraugus,2005,2035,491,59,93,70,269,1544,76,379,381,708
Cattaraugus,2006,2194,510,76,123,64,247,1684,86,371,387,840
Cattaraugus,2007,2208,494,38,112,83,261,1714,105,417,405,787
Cattaraugus,2008,2183,553,55,116,77,305,1630,68,359,444,759
Cattaraugus,2009,1997,501,71,107,82,241,1496,76,359,404,657
Cattaraugus,2010,1950,482,45,124,84,229,1468,70,306,479,613
Cattaraugus,2011,2082,565,87,126,94,258,1517,68,351,481,617
Cattaraugus,2012,1997,542,65,144,67,266,1455,64,279,482,630
Cattaraugus,2013,2017,465,83,96,56,230,1552,130,263,570,589
Cattaraugus,2014,1879,571,107,125,67,272,1308,136,223,424,525
Cattaraugus,2015,1606,458,105,92,47,214,1148,80,278,354,436
Cattaraugus,2016,1593,455,111,77,64,203,1138,78,296,395,369
Cattaraugus,2017,1685,507,116,69,60,262,1178,131,316,318,413
Cayuga,1970,141,80,14,9,0,57,61,25,10,8,18
Cayuga,1971,328,103,18,17,0,68,225,59,50,42,74
Cayuga,1972,699,129,32,17,1,79,570,51,125,184,210
Cayuga,1973,775,157,52,34,5,66,618,68,190,158,202
Cayuga,1974,693,158,19,21,5,113,535,81,136,141,177
Cayuga,1975,763,185,16,35,3,131,578,61,163,160,194
Cayuga,1976,828,199,33,26,1,139,629,58,155,187,229
Cayuga,1977,870,198,14,46,3,135,672,36,162,219,255
Cayuga,1978,967,202,11,32,4,155,765,18,202,258,287
Cayuga,1979,1141,201,9,26,4,162,940,18,224,377,321
Cayuga,1980,1131,211,4,48,6,153,920,29,243,301,347
Cayuga,1981,1208,198,7,39,12,140,1010,23,268,360,359
Cayuga,1982,1300,221,19,44,16,142,1079,22,286,401,370
Cayuga,1983,1205,227,19,65,20,123,978,4,317,355,302
Cayuga,1984,1429,270,7,58,21,184,1159,26,372,417,344
Cayuga,1985,1470,297,17,65,28,187,1173,26,362,411,374
Cayuga,1986,1252,299,18,68,24,189,953,18,256,369,310
Cayuga,1987,1433,316,19,90,26,181,1117,26,268,444,379
Cayuga,1988,1552,372,46,105,12,209,1180,23,176,471,510
Cayuga,1989,1664,348,35,76,18,219,1316,30,233,542,511
Cayuga,1990,1609,306,27,100,27,152,1303,18,281,535,469
Cayuga,1991,1700,338,33,106,25,174,1362,20,311,541,490
Cayuga,1992,1793,405,46,104,22,233,1388,30,336,513,509
Cayuga,1993,1748,392,66,101,20,205,1356,36,260,530,530
Cayuga,1994,1669,366,45,121,29,171,1303,40,252,487,524
Cayuga,1995,1806,408,64,94,33,217,1398,68,294,488,548
Cayuga,1996,1973,376,66,97,19,194,1597,60,283,584,670
Cayuga,1997,1848,385,62,80,30,213,1463,52,293,504,614
Cayuga,1998,1948,433,62,130,24,217,1515,31,303,543,638
Cayuga,1999,1799,361,59,88,27,187,1438,30,254,497,657
Cayuga,2000,1769,375,42,101,22,210,1394,32,309,428,625
Cayuga,2001,1791,463,58,113,24,268,1328,31,227,430,640
Cayuga,2002,1658,458,60,104,23,271,1200,28,259,382,531
Cayuga,2003,1744,433,68,85,28,252,1311,36,267,406,602
Cayuga,2004,1905,528,121,99,31,277,1377,35,243,445,654
Cayuga,2005,1745,438,78,99,28,233,1307,30,240,409,628
Cayuga,2006,1518,459,62,120,30,247,1059,30,215,316,498
Cayuga,2007,1483,406,66,79,27,234,1077,51,162,378,486
Cayuga,2008,1509,484,69,125,35,255,1025,33,183,373,436
Cayuga,2009,1555,453,82,121,25,225,1102,53,193,398,458
Cayuga,2010,1586,431,78,69,37,247,1155,81,194,409,471
Cayuga,2011,1597,480,74,95,31,280,1117,65,185,406,461
Cayuga,2012,1780,561,89,106,31,335,1219,92,171,426,530
Cayuga,2013,1664,537,107,118,32,280,1127,103,172,356,496
Cayuga,2014,1588,484,83,68,26,307,1104,129,217,375,383
Cayuga,2015,1401,449,68,64,28,289,952,88,194,337,333
Cayuga,2016,1374,431,51,104,38,238,943,77,173,316,377
Cayuga,2017,1268,406,53,58,37,258,862,57,168,288,349
Chautauqua,1970,477,241,52,42,9,138,236,74,7,89,66
Chautauqua,1971,854,329,128,50,6,145,525,133,100,139,153
Chautauqua,1972,1606,384,119,53,24,188,1222,212,319,301,390
Chautauqua,1973,1849,401,142,60,21,178,1448,266,524,312,346
Chautauqua,1974,2160,517,242,47,28,200,1643,313,541,373,416
Chautauqua,1975,1872,359,90,55,27,187,1513,210,392,420,491
Chautauqua,1976,1753,420,82,69,29,240,1333,164,308,422,439
Chautauqua,1977,1571,347,38,77,23,209,1224,62,354,442,366
Chautauqua,1978,1802,345,17,62,48,218,1457,39,493,478,447
Chautauqua,1979,2035,425,37,89,77,222,1610,39,529,579,463
Chautauqua,1980,2091,412,39,76,40,257,1679,45,534,579,521
Chautauqua,1981,2147,399,26,113,45,215,1748,44,599,651,454
Chautauqua,1982,2094,387,11,102,72,202,1707,26,605,586,490
Chautauqua,1983,2086,390,39,89,71,191,1696,26,604,582,484
Chautauqua,1984,2401,420,12,123,72,213,1981,24,781,636,540
Chautauqua,1985,2394,429,22,110,65,232,1965,17,754,646,548
Chautauqua,1986,2587,494,7,123,82,282,2093,22,733,706,632
Chautauqua,1987,2640,471,11,118,100,242,2169,34,656,836,643
Chautauqua,1988,2905,457,40,119,100,198,2448,52,804,816,776
Chautauqua,1989,3253,553,61,143,100,249,2700,110,877,806,907
Chautauqua,1990,3611,616,48,159,106,303,2995,70,905,962,1058
Chautauqua,1991,3597,663,119,131,119,294,2934,66,866,912,1090
Chautauqua,1992,3359,662,105,153,116,288,2697,36,737,855,1069
Chautauqua,1993,3353,582,93,154,94,241,2771,78,755,826,1112
Chautauqua,1994,3496,682,119,191,98,274,2814,41,738,870,1165
Chautauqua,1995,3872,838,134,206,128,370,3034,59,696,909,1370
Chautauqua,1996,4068,837,138,190,120,389,3231,77,728,909,1517
Chautauqua,1997,4139,843,142,187,127,387,3296,73,772,867,1584
Chautauqua,1998,3950,837,174,183,118,362,3113,94,760,800,1459
Chautauqua,1999,3602,779,126,182,145,326,2823,95,641,747,1340
Chautauqua,2000,3632,783,106,166,128,383,2849,81,757,639,1372
Chautauqua,2001,3789,821,98,199,119,405,2968,97,761,683,1427
Chautauqua,2002,4100,814,150,185,124,355,3286,138,773,723,1652
Chautauqua,2003,3929,855,198,158,112,387,3074,137,661,726,1550
Chautauqua,2004,3863,951,215,202,129,405,2912,141,603,715,1453
Chautauqua,2005,3972,971,237,204,128,402,3001,157,675,671,1498
Chautauqua,2006,3730,1033,222,204,118,489,2697,156,639,591,1311
Chautauqua,2007,3739,1037,202,208,137,490,2702,136,576,632,1358
Chautauqua,2008,3947,1007,214,204,128,461,2940,156,723,711,1350
Chautauqua,2009,3881,919,171,202,130,416,2962,154,689,727,1392
Chautauqua,2010,3795,924,170,224,104,426,2871,187,626,750,1308
Chautauqua,2011,3769,911,130,196,106,479,2858,188,601,767,1302
Chautauqua,2012,3625,958,190,228,101,439,2667,206,559,742,1160
Chautauqua,2013,3534,876,178,199,86,413,2658,225,546,790,1097
Chautauqua,2014,3473,954,204,175,78,497,2519,239,528,776,976
Chautauqua,2015,3443,942,183,205,90,464,2501,251,503,816,931
Chautauqua,2016,3472,974,201,171,83,519,2498,335,511,749,903
Chautauqua,2017,3566,1056,258,212,73,513,2510,451,480,710,869
Chemung,1970,236,145,30,21,5,89,91,36,2,22,31
Chemung,1971,480,216,56,44,5,111,264,40,39,83,102
Chemung,1972,793,201,60,34,1,106,592,71,138,201,182
Chemung,1973,1058,279,66,60,8,145,779,155,135,226,263
Chemung,1974,1110,313,82,36,1,194,797,182,99,298,218
Chemung,1975,1200,313,50,66,7,190,887,89,137,399,262
Chemung,1976,1266,262,49,67,5,141,1004,64,230,415,295
Chemung,1977,1207,344,33,65,10,236,863,34,160,416,253
Chemung,1978,1132,272,9,70,13,180,860,19,175,422,244
Chemung,1979,1491,394,11,97,18,268,1097,19,239,534,305
Chemung,1980,1550,383,19,86,12,266,1167,6,284,545,332
Chemung,1981,1595,392,16,103,21,252,1203,16,274,591,322
Chemung,1982,1738,420,25,129,57,209,1318,11,357,569,381
Chemung,1983,1728,387,18,111,40,218,1341,14,361,627,339
Chemung,1984,1707,376,5,116,31,224,1331,4,302,656,369
Chemung,1985,1793,417,6,98,43,270,1376,7,265,716,388
Chemung,1986,1730,388,10,117,52,209,1342,7,265,656,414
Chemung,1987,1848,346,13,111,50,172,1502,9,281,723,489
Chemung,1988,2026,417,23,108,48,238,1609,21,273,756,559
Chemung,1989,2295,424,45,103,42,234,1871,15,285,832,739
Chemung,1990,2408,467,45,111,55,256,1941,26,323,819,773
Chemung,1991,2452,524,59,139,73,253,1928,38,334,812,744
Chemung,1992,2311,490,95,92,73,230,1821,30,371,675,745
Chemung,1993,2122,410,74,77,67,192,1712,38,395,595,684
Chemung,1994,2296,432,78,98,54,202,1864,41,377,711,735
Chemung,1995,2307,487,103,107,104,173,1820,68,397,545,810
Chemung,1996,2739,535,104,132,92,207,2204,66,446,651,1041
Chemung,1997,2744,537,80,120,103,234,2207,52,392,674,1089
Chemung,1998,2746,599,105,117,117,260,2147,56,411,627,1053
Chemung,1999,2641,552,89,104,101,258,2089,96,354,655,984
Chemung,2000,2714,637,106,138,111,282,2077,95,437,559,986
Chemung,2001,2485,543,56,138,69,280,1942,91,359,600,892
Chemung,2002,2520,577,80,148,77,272,1943,124,312,581,926
Chemung,2003,2486,573,59,141,64,309,1913,122,323,612,856
Chemung,2004,2764,633,113,133,85,302,2131,139,387,676,929
Chemung,2005,2583,654,116,144,85,309,1929,161,391,591,786
Chemung,2006,2395,630,88,140,80,322,1765,134,357,590,684
Chemung,2007,2401,586,65,127,93,301,1815,155,372,567,721
Chemung,2008,2401,610,74,141,95,300,1791,98,345,629,719
Chemung,2009,2447,563,89,119,82,273,1884,113,413,663,695
Chemung,2010,2211,558,85,112,87,274,1653,119,334,568,632
Chemung,2011,2329,530,63,104,72,291,1799,134,312,688,665
Chemung,2012,2756,595,87,146,73,289,2161,189,350,827,795
Chemung,2013,2631,571,113,127,66,265,2060,219,349,834,658
Chemung,2014,2347,550,106,93,68,283,1797,237,306,660,594
Chemung,2015,2023,510,96,88,55,271,1513,211,216,585,501
Chemung,2016,2114,472,88,103,51,230,1642,235,233,724,450
Chemung,2017,2009,520,103,107,53,257,1489,254,214,588,433
Chenango,1970,104,64,2,4,3,55,40,13,4,8,15
Chenango,1971,238,60,7,2,3,48,178,10,33,52,83
Chenango,1972,346,63,6,5,1,51,283,16,91,72,104
Chenango,1973,465,82,27,7,1,47,383,47,118,97,121
Chenango,1974,556,112,24,8,4,76,444,62,113,127,142
Chenango,1975,516,150,26,8,2,114,366,28,105,107,126
Chenango,1976,584,172,35,15,3,119,412,44,95,161,112
Chenango,1977,605,136,8,10,13,105,469,29,110,207,123
Chenango,1978,614,106,5,8,7,86,508,8,158,185,157
Chenango,1979,826,149,3,19,13,114,677,10,195,234,238
Chenango,1980,919,147,9,27,23,88,772,18,227,262,265
Chenango,1981,788,164,7,32,16,109,624,14,174,229,207
Chenango,1982,881,149,3,39,15,92,732,10,194,287,241
Chenango,1983,946,140,10,38,21,71,806,8,305,247,246
Chenango,1984,1102,175,11,44,19,101,927,6,350,253,318
Chenango,1985,1080,155,2,46,24,83,925,22,344,274,285
Chenango,1986,983,140,6,28,23,83,843,17,345,221,260
Chenango,1987,1054,141,8,27,22,84,913,6,342,265,300
Chenango,1988,1082,155,2,47,34,72,927,11,327,251,338
Chenango,1989,1141,143,4,34,30,75,998,13,289,257,439
Chenango,1990,1214,197,8,33,40,116,1017,8,282,270,457
Chenango,1991,1154,154,2,27,24,101,1000,5,274,276,445
Chenango,1992,1207,238,16,44,39,139,969,19,257,305,388
Chenango,1993,1122,160,5,41,27,87,962,11,260,244,447
Chenango,1994,1180,224,7,42,31,144,956,13,230,275,438
Chenango,1995,1043,179,3,37,24,115,864,7,160,249,448
Chenango,1996,1211,243,15,49,25,154,968,5,198,238,527
Chenango,1997,1172,212,9,39,26,138,960,7,191,285,477
